"U1","U2","Z","X","Y"
1.37095844714667,1.16310894818377,1.93960758257217,2.05188183564633,5.41871367387162
-0.564698171396089,-0.190234643523887,-0.970772832347658,0.44879819916735,-1.77675936433362
0.363128411337339,-0.289455800744243,0.157493537741282,0.354023187852624,0.819342479697707
0.63286260496104,-0.398845783068108,0.77298494357355,1.19291602141188,1.93678876782278
0.404268323140999,0.709242563582347,1.87841861081293,-1.07427278694537,1.70005947196815
-0.106124516091484,-1.62264727332161,-1.80744598116783,0.845972320578858,-3.5217042179338
1.51152199743894,0.771784454597905,2.73172348263081,2.21863803311961,5.06704810792095
-0.0946590384130976,-1.28797418826606,0.500632117925621,1.0446883064483,1.71649989696846
2.01842371387704,0.891575880999414,3.41584549244027,2.99761112582909,6.5997659867991
-0.062714099052421,-0.177833431545929,-0.615712150037296,0.313522200998257,0.514449619829664
1.30486965422349,1.70440468358434,2.97986646321415,0.741885721124481,6.72336342910401
2.28664539270111,-1.28650611462245,2.76135301524987,2.76104388485293,4.46410135851176
-1.38886070111234,-0.495561568513902,-2.3900573862086,-1.43392326920619,-6.25343558276121
-0.278788766817371,0.21527544050067,1.3110642902276,1.15899920389731,1.37754309292873
-0.133321336393658,0.2900738682433,-1.85541378370302,1.63806416506617,-0.998064900896187
0.635950398070074,-1.42432075433394,0.432436012342267,1.37212581932009,0.261606239290432
-0.284252921416072,-0.0866060832677186,-0.808806789157865,-0.860629813635066,-0.60036638534322
-2.65645542090478,-1.54815691398255,-3.38002513099798,-1.84871812601321,-5.7323308694831
-2.44046692857552,0.543092031732559,-1.61732530052386,-2.12181827044553,-4.19738949606116
1.32011334573019,-0.511611854391066,1.7558637305402,1.87232488999123,3.83002938600911
-0.306638594078475,0.364090477851471,1.15983704661932,-0.466728568013382,1.77099835605637
-1.78130843398,1.10927356252772,1.17050130015237,-4.49462692538649,-3.28001467800515
-0.171917355759621,0.178637213207971,-0.123794755740699,0.514517740516458,1.22394322246834
1.2146746991726,0.809893694226078,3.45020787173918,1.58126242615043,6.92202982681495
1.89519346126497,-0.0946273733898364,1.52581307592066,1.27614348173712,2.98959498541104
-0.4304691316062,0.0357479028921831,-0.0259737678797277,0.185486897418024,1.20878703013233
-0.25726938276893,0.560462537039935,1.3676172187671,0.729935840188751,1.60896575870256
-1.76316308519478,0.0313939340937981,-1.61639918727579,-2.68192131049813,-5.84264372634999
0.460097354831271,-0.323660812735048,1.71945006328332,-1.00907813015768,1.50856473023102
-0.639994875960119,-1.01311058236031,-1.80705157584375,-0.372927745885025,-3.60135922940216
0.455450123241219,1.00016662219383,1.11260902214436,-0.0805399929000877,0.698037723363115
0.704837337228819,1.97405326029383,1.2522390834617,0.358161862971998,3.57077009416824
1.03510352196992,0.958720903910071,2.93860965189616,0.156706512922159,5.305428403461
-0.608926375407211,1.04259672080871,-1.00813738325287,-0.471246959847351,-0.532224656238834
0.50495512329797,-0.618742408729162,-0.952396308818933,-0.816725031017969,-2.5948728917722
-1.71700867907334,0.111533414975221,-1.27928768240537,0.248330284478238,-0.533633693316089
-0.784459008379496,0.104663526456253,-1.1460211553168,-1.46067486314827,-3.28623249879585
-0.850907594176518,0.598506493514879,-1.14935511021746,-1.57916300446858,-1.3756963944981
-2.41420764994663,-0.315303041044784,-1.40554883024003,-3.465626101602,-4.40760655518233
0.0361226068922556,-0.799915557245283,0.72593648530077,-1.04195386671323,-0.021570047346446
0.205998600200254,-0.139386263211812,-1.14312944378196,-1.86710366671028,-3.93862996725969
-0.361057298548666,2.81482750904043,1.74424769919963,0.0855191759720142,3.14561974882252
0.758163235699517,-0.347179031461713,1.41491355771953,2.1580233225905,4.1337529081014
-0.726704827076575,0.986583251607527,0.430691869171155,-0.839202414458612,1.51606677216677
-1.36828104441929,-1.68311824852849,-3.31258925587137,-2.60726353289801,-6.67461134371759
0.432818025888717,2.96817388527938,4.09466564816363,1.32359477346245,8.77332468966118
-0.811393176186672,-1.46649260451899,-1.06178537446578,0.33987743960087,-0.44185320351228
1.44410126172125,0.140510306596344,2.79847849872198,2.35717686963418,5.9665935388182
-0.431446202613345,0.0443766753972534,-0.870741933108631,0.99384178517321,-0.306706390874638
0.655647883402207,-0.180428665714708,0.704306644231326,-0.748827642365039,-1.14184623251207
0.321925265203947,-1.64330032220271,-2.09195162775582,-0.468535800747548,-4.38612070876036
-0.783838940880375,-0.987084153823811,-2.22761351600027,0.704292858197995,-2.20779330777972
1.57572751979198,1.10980122234667,1.72927864765629,1.54668048132667,3.41736941203057
0.642899305717316,0.159225485522219,-0.124606487532084,0.26804323871135,0.962167144390326
0.0897606465996056,-0.0471324648009502,0.314001471380075,0.221074496096092,-0.930038274387055
0.276550747291463,0.317707755250568,0.322397765617483,2.41210682043474,3.94644229289732
0.679288816055271,0.176100927075849,-0.875465607217804,-1.78268437827121,-2.10064025128522
0.0898328865790817,0.16619147923892,-1.1076789305877,0.507842910346667,0.0200831705602773
-2.99309008315293,0.78120997520637,-2.73512054268812,-3.16155755077693,-5.01574168860224
