"Z3","Z1","Z2","X","Y"
1.37095844714667,1.16310894818377,0.776498634388401,2.62053097107183,6.19521230826002
-0.564698171396089,-0.190234643523887,-0.780538188823771,0.0427235382157801,-2.55729755315739
0.363128411337339,-0.289455800744243,0.446949338485524,0.148388314256567,1.26629181818323
0.63286260496104,-0.398845783068108,1.17183072664166,1.33303836002439,3.10861949446444
0.404268323140999,0.709242563582347,1.16917604723058,0.399877500726558,2.86923551919873
-0.106124516091484,-1.62264727332161,-0.184798707846222,-0.85534914449749,-3.70650292578003
1.51152199743894,0.771784454597905,1.95993902803291,3.43883951831148,7.02698713595386
-0.0946590384130976,-1.28797418826606,1.78860630619168,1.63997946278701,3.50510620316014
2.01842371387704,0.891575880999414,2.52426961144085,4.39503290439232,9.12403559823995
-0.062714099052421,-0.177833431545929,-0.437878718491367,-0.239475849986618,0.0765709013382975
1.30486965422349,1.70440468358434,1.27546177962981,2.41688253011514,7.99882520873382
2.28664539270111,-1.28650611462245,4.04785912987232,3.23575150740169,8.51196048838408
-1.38886070111234,-0.495561568513902,-1.8944958176947,-2.43511995430245,-8.14793140045591
-0.278788766817371,0.21527544050067,1.09578884972693,2.74885226094228,2.47333194265566
-0.133321336393658,0.2900738682433,-2.14548765194632,-0.0840282822431901,-3.14355255284251
0.635950398070074,-1.42432075433394,1.85675676667621,1.16861143359228,2.11836300596664
-0.284252921416072,-0.0866060832677186,-0.722200705890146,-1.38518368137686,-1.32256709123337
-2.65645542090478,-1.54815691398255,-1.83186821701543,-2.57228783610641,-7.56419908649853
-2.44046692857552,0.543092031732559,-2.16041733225642,-1.29867664239387,-6.35780682831758
1.32011334573019,-0.511611854391066,2.26747558493127,2.30807527480124,6.09750497094038
-0.306638594078475,0.364090477851471,0.795746568767852,0.999747072684415,2.56674492482422
-1.78130843398,1.10927356252772,0.061227737624652,-1.54281719125411,-3.21878694038049
-0.171917355759621,0.178637213207971,-0.302431968948669,0.562640340535381,0.921511253519675
1.2146746991726,0.809893694226078,2.6403141775131,3.816795598717,9.56234400432805
1.89519346126497,-0.0946273733898364,1.6204404493105,0.906763096392816,4.61003543472154
-0.4304691316062,0.0357479028921831,-0.0617216707719107,0.589982261144496,1.14706535936042
-0.25726938276893,0.560462537039935,0.807154681727163,2.35482244172478,2.41612044042973
-1.76316308519478,0.0313939340937981,-1.64779312136959,-2.53515741257914,-7.49043684771958
0.460097354831271,-0.323660812735048,2.04311087601837,0.250274578294369,3.55167560624939
-0.639994875960119,-1.01311058236031,-0.793940993483438,-1.53998444576866,-4.3953002228856
0.455450123241219,1.00016662219383,0.112442399950535,0.576618906003055,0.810480123313649
0.704837337228819,1.97405326029383,-0.721814176832133,0.905563609204877,2.84895591733611
1.03510352196992,0.958720903910071,1.97988874798609,2.0602126428484,7.28531715144709
