Z3,Z1,Z2,X,Y
0.4967141530112327,-0.6784947304872218,0.8450004006780512,-1.8140662973695774,-1.6227040224689162
-0.13826430117118466,-0.3054994630536529,0.1450592913644818,-1.215425818626043,-0.5014278204707985
0.6476885381006925,-0.5973810610451429,-0.2888313077047987,-1.4732407750425276,-1.9099514529940944
1.5230298564080254,0.11041804694611956,2.1026140781717637,2.3627010360425746,6.189332282286123
-0.23415337472333597,1.1971785314619128,-1.724236050299954,0.4971048077688369,0.4532845208451771
-0.23413695694918055,-0.7710421571412046,-0.8883212827095092,-0.9652274964789493,-2.9176913001277844
1.5792128155073915,1.000820497768414,-0.41987499739041634,-0.5983792980694878,-0.2560688405139575
0.7674347291529088,-0.7816720723468876,2.3260612461157235,1.1726769116031837,4.525088319078476
-0.4694743859349521,-0.8476272124968842,-0.7010238798802476,-1.4722755036745652,-2.235472152071597
0.5425600435859647,0.8185946183432132,2.709444078402276,3.26583157229899,5.505314221030001
-0.46341769281246226,0.9219363780076167,0.3395322337070328,0.9921733858463551,0.7469330990870042
-0.46572975357025687,0.8514099367626543,-0.01763154021923241,-0.8889649281108499,1.5029633323478258
0.24196227156603412,-1.3157974082181412,-0.3442654227149651,-2.8127969820727468,-3.998862862935908
-1.913280244657798,-0.46595097807205077,-2.959630280345218,-3.8285211075565417,-9.163831337361245
-1.7249178325130328,0.8229885920033214,-1.2019462586160876,-3.4721833415579284,-6.002442247733297
-0.5622875292409727,0.04154184056389461,-0.6338015385139548,0.048384622059794324,-2.136865255987873
-1.0128311203344238,-1.0736928461974642,-2.3521014358197245,-4.798473381728258,-9.431516426386255
0.3142473325952739,0.4583179391254417,-1.2026110839130446,-0.057455011522465016,0.48692191545091706
-0.9080240755212111,-0.7148072589914702,-1.8667278046647948,-1.982619059185355,-5.487856157743829
-1.4123037013352917,1.7945248483922118,0.40866352393093885,1.6594953292107666,3.0606640860916734
1.465648768921554,1.5448414624182587,3.678926686932858,6.224316475052654,14.679440541831887
-0.22577630048653566,0.6040974263555674,-0.020787153177625833,1.3265076181028748,1.1035634103480878
0.06752820468792384,1.3610067047697736,0.21647100092921223,1.2685162348643453,3.216397045909696
-1.4247481862134568,0.0647913501233811,-1.761068558042978,-2.118036823111295,-4.2346686563086715
-0.5443827245251827,0.7654374943750158,-1.4788680728346848,0.3838022072046877,-1.8069147292467607
0.11092258970986608,1.477720295302075,1.48610164731711,3.195835782026849,6.448633142421704
-1.1509935774223028,0.2454986817943127,0.7225828164748331,2.012778666637288,3.7021911121104916
0.37569801834567196,-0.25518717151428366,-0.5177210674936136,-3.161882313360634,-3.8993429144826752
-0.600638689918805,-1.7046219581771158,-0.6834770683434066,-2.2896139295010602,-4.210005107936597
-0.2916937497932768,-0.08313352572149399,-0.7415600505034448,-2.4021026631943116,-3.659626866422299
-0.6017066122293969,0.8234231845623112,-1.021945687094374,-0.22431101001882586,0.7750468925367044
1.8522781845089378,0.9456334275676296,3.0381864399387997,4.697640075852314,8.888270239030575
-0.013497224737933914,0.5043650657184098,-1.3254587701040557,0.9180464413634568,0.14841170325016112
-1.0577109289559,-0.5412990949622398,-0.5912412380195937,-2.0707070614190197,-5.739813018502643
0.822544912103189,-1.9768215689475905,1.5507830194090546,-0.9517433548405189,-1.2561138085567596
-1.2208436499710222,-0.4952150980047351,-1.3629948235728415,-1.9537428286531142,-5.739615185496907
0.2088635950047554,-0.3043448710539514,1.1019314219915282,-0.17694455052431368,0.5625492882841643
-1.9596701238797756,-0.3129289671900141,-1.8120182833423253,-1.1463875217430823,-6.419296246850518
-1.3281860488984305,0.6185563569779244,-0.11105612774231832,0.4374056838699826,-0.45501969335235404
0.19686123586912352,1.9856764110148395,-1.3253440690567306,0.7822893653341549,2.099949447642565
0.7384665799954104,0.12352920184109302,0.38969131898854115,1.133393647603793,0.8531776158072715
0.1713682811899705,-0.21673178915646166,0.0995551383389359,-0.18888816719293516,-0.769629026849962
-0.11564828238824053,-0.25922181300409286,-2.7878556668595897,-3.864616608039548,-4.486350237528447
-0.3011036955892888,0.12438476690771437,-1.3870564291678236,-1.3256919005585763,-2.5602301195421258
-1.4785219903674274,-0.828293760348399,-2.292121244726214,-3.976596364588002,-10.39327456421181
-0.7198442083947086,0.12019855874605508,0.22836178642864102,0.4565412342911823,-1.3152084936886177
-0.4606387709597875,0.4508123363317998,-1.167482117274388,0.28026793985920817,-0.6711363666703067
1.0571222262189157,0.20968606357448813,0.23904323891293844,-0.7262489897849049,0.8802685774956749
0.3436182895684614,0.4575419340047812,1.1611040702246531,0.08627500278734201,1.4610964948843579
